level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,prediction_available_levels,missing_prediction_levels,live_top1_pct_within_3,live_top1_pct_within_5,live_top3_pct_within_3,live_top3_pct_within_5,live_best_median_abs_error,live_best_mean_abs_error,live_best_pct_within_3,live_best_pct_within_5,live_top1_median_abs_error,live_cluster_band_median_width,live_ordered_ladder_valid,live_ordered_ladder_median_abs_error,live_ordered_ladder_pct_within_3,live_ordered_ladder_pct_within_5,live_bracketed_by_L5_L6
2026-02-03,2026-02-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4660.96,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,105.6025,106.89375,0.0,0.0,105.6025,0.0,True,105.6025,0.0,0.0,False
2026-02-04,2026-02-03,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4946.72,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,106.741304,105.880652,0.0,0.0,106.741304,0.0,True,106.741304,0.0,0.0,False
2026-02-05,2026-02-04,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4964.74,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,152.3725,148.415,0.0,0.0,152.3725,0.0,True,152.3725,0.0,0.0,False
2026-02-06,2026-02-05,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4779.46,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,16.03,19.596875,25.0,25.0,36.537456,0.0,True,18.8125,25.0,25.0,False
2026-02-09,2026-02-06,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4965.74,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,23.860625,23.405938,0.0,0.0,23.860625,0.0,True,23.860625,0.0,0.0,False
2026-02-10,2026-02-09,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5057.94,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,0.0,25.0,29.485,33.044375,0.0,25.0,29.485,0.0,True,29.485,0.0,25.0,True
2026-02-11,2026-02-10,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5025.3,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,29.06125,26.504375,25.0,25.0,36.17672,0.0,True,36.17672,25.0,25.0,True
2026-02-12,2026-02-11,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,5084.24,PREV_CLOSE_PROXY,,NEUTRAL,4,0,50.0,50.0,50.0,50.0,4.265,4.43125,50.0,50.0,4.265,0.0,True,4.265,50.0,50.0,False
2026-02-13,2026-02-12,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4921.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,8.901703,19.533352,0.0,0.0,47.898333,0.0,True,47.898333,0.0,0.0,True
2026-02-16,2026-02-13,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,5042.46,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,0.0,25.0,16.14625,19.588125,0.0,25.0,24.97125,0.0,True,24.97125,0.0,25.0,False
2026-02-17,2026-02-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4993.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,50.0,13.574375,15.336875,0.0,50.0,24.315625,0.0,True,24.315625,0.0,0.0,True
2026-02-18,2026-02-17,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4877.1,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,50.0,75.0,1.685,2.53,50.0,75.0,22.17032,0.0,True,22.17032,0.0,0.0,True
2026-02-19,2026-02-18,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4977.24,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,30.52125,33.198438,0.0,0.0,47.761875,0.0,True,47.761875,0.0,0.0,False
2026-02-20,2026-02-19,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4995.96,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,50.0,7.318125,8.372083,25.0,50.0,11.44875,0.0,True,14.83494,0.0,0.0,True
2026-02-23,2026-02-20,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5107.8,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,19.778334,19.879167,0.0,0.0,26.56,0.0,True,26.56,0.0,0.0,False
2026-02-24,2026-02-23,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5227.5,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,50.0,6.1775,5.88,25.0,50.0,10.048125,0.0,True,10.048125,25.0,25.0,True
2026-02-25,2026-02-24,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,5143.76,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,17.022545,18.932523,0.0,0.0,17.022545,0.0,True,17.022545,0.0,0.0,False
2026-02-26,2026-02-25,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,5164.84,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,23.480625,28.444531,25.0,25.0,44.60875,0.0,True,44.60875,0.0,0.0,True
2026-02-27,2026-02-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5185.0,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,23.57376,28.14563,0.0,0.0,41.67,0.0,True,41.67,0.0,0.0,True
2026-03-02,2026-02-27,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5280.0,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,50.0,50.0,75.0,2.97,7.78,50.0,75.0,46.575,0.0,True,46.575,25.0,50.0,True
2026-03-03,2026-03-02,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5321.84,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,31.031641,31.31332,0.0,0.0,51.355,0.0,True,58.775,0.0,0.0,True
2026-03-04,2026-03-03,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5088.24,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,20.705625,23.423437,0.0,0.0,20.705625,0.0,False,20.705625,0.0,0.0,True
2026-03-05,2026-03-04,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5141.1,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,50.0,50.0,5.75875,7.35875,50.0,50.0,13.36125,0.0,True,13.36125,25.0,25.0,True
2026-03-06,2026-03-05,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,5081.02,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,11.1825,12.15625,0.0,0.0,29.77392,0.0,True,29.77392,0.0,0.0,True
2026-03-09,2026-03-06,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5174.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,25.0,15.4425,14.507907,0.0,25.0,15.66,0.0,True,15.66,0.0,0.0,False
2026-03-10,2026-03-09,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5136.66,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,16.94398,16.071677,25.0,25.0,49.664375,0.0,True,49.664375,0.0,0.0,True
2026-03-11,2026-03-10,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5192.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,11.521667,10.557083,25.0,25.0,26.082505,0.0,True,26.082505,0.0,0.0,True
2026-03-12,2026-03-11,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5175.96,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,50.0,50.0,6.87,7.374375,50.0,50.0,19.72234,1.13532,True,19.72234,25.0,25.0,True
2026-03-13,2026-03-12,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5079.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,75.0,75.0,1.34,3.544062,75.0,75.0,20.64625,0.0,True,20.64625,25.0,25.0,True
2026-03-16,2026-03-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5018.66,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,7.703333,6.479167,25.0,25.0,20.255,0.0,True,20.255,0.0,0.0,True
2026-03-17,2026-03-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,5006.25,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,25.0,75.0,3.89625,6.861244,25.0,75.0,15.292489,0.0,True,15.292489,0.0,25.0,True
2026-03-18,2026-03-17,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,5005.5,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,7.05,7.4275,25.0,25.0,7.05,4.03,True,7.05,25.0,25.0,True
2026-03-19,2026-03-18,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4818.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,112.84375,114.96125,0.0,0.0,125.1954,0.0,True,125.1954,0.0,0.0,False
2026-03-20,2026-03-19,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4650.38,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,89.59,88.42,0.0,0.0,89.59,0.0,True,89.59,0.0,0.0,False
2026-03-23,2026-03-20,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4498.06,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,50.0,11.2025,15.18375,25.0,50.0,27.7775,0.0,True,27.7775,0.0,0.0,True
2026-03-24,2026-03-23,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4406.68,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,36.82316,34.686267,25.0,25.0,40.891285,0.0,True,40.891285,25.0,25.0,True
2026-03-25,2026-03-24,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4474.36,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,17.194584,23.858229,0.0,0.0,24.738333,0.0,True,24.738333,0.0,0.0,True
2026-03-26,2026-03-25,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4506.28,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,50.0,50.0,4.625,6.27,50.0,50.0,10.22,0.0,True,10.22,25.0,25.0,True
2026-03-27,2026-03-26,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4378.0,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,15.44228,20.12614,0.0,0.0,27.80728,0.0,True,33.125,0.0,0.0,True
2026-03-30,2026-03-27,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4495.46,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,9.289583,7.468854,25.0,25.0,29.818305,0.0,True,18.03375,0.0,0.0,True
2026-03-31,2026-03-30,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4511.02,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,75.0,100.0,1.569375,2.045865,75.0,100.0,25.69625,0.0,True,25.69625,25.0,25.0,True
2026-04-01,2026-03-31,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4667.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,0.0,50.0,5.3275,13.956875,0.0,50.0,36.9,0.0,True,36.9,0.0,25.0,True
2026-04-02,2026-04-01,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4758.18,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,10.155,8.7275,25.0,25.0,22.54,0.0,True,10.155,25.0,25.0,True
2026-04-03,2026-04-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4676.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,19.1025,21.21335,0.0,0.0,36.2775,0.0,True,36.2775,0.0,0.0,True
2026-04-06,2026-04-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4676.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,50.0,50.0,3.183415,4.281707,50.0,50.0,29.425,0.0,True,5.676708,50.0,50.0,True
2026-04-07,2026-04-06,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4650.5,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,50.0,8.439583,9.534792,25.0,50.0,20.535,0.0,True,20.535,0.0,0.0,True
2026-04-08,2026-04-07,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4705.73,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,8.96336,10.53668,25.0,25.0,30.2375,0.0,True,30.2375,0.0,0.0,False
2026-04-09,2026-04-08,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4719.26,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,25.0,6.05375,8.355937,0.0,25.0,23.010417,0.0,True,12.23,0.0,0.0,True
2026-04-10,2026-04-09,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4765.5,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,50.0,10.745,10.6525,25.0,50.0,23.75858,0.0,True,30.54,0.0,0.0,False
2026-04-13,2026-04-10,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4749.18,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,12.756875,12.646562,25.0,25.0,29.893333,0.979583,True,29.893333,0.0,0.0,True
2026-04-14,2026-04-13,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4740.3,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,0.0,50.0,6.66,9.383648,0.0,50.0,20.844375,0.0,True,20.844375,0.0,25.0,False
2026-04-15,2026-04-14,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4841.68,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,50.0,3.73125,5.020313,50.0,50.0,10.82875,0.0,True,10.82875,0.0,0.0,False
2026-04-16,2026-04-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4790.68,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,11.90318,12.9275,25.0,25.0,21.2175,0.0,True,25.96432,0.0,0.0,True
2026-04-17,2026-04-16,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4790.78,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,10.990625,16.985,0.0,0.0,10.990625,0.0,True,10.990625,0.0,0.0,True
2026-04-20,2026-04-17,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4832.42,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,0.0,25.0,6.4272,6.42985,0.0,25.0,7.3075,0.0,True,6.4272,0.0,25.0,True
2026-04-21,2026-04-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4820.66,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,12.24,14.937812,25.0,25.0,16.9275,0.0,True,16.9275,0.0,0.0,False
2026-04-22,2026-04-21,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4720.06,PREV_CLOSE_PROXY,,NEUTRAL,4,0,50.0,50.0,50.0,50.0,4.771667,5.371143,50.0,50.0,4.771667,0.0,True,4.771667,50.0,50.0,True
2026-04-23,2026-04-22,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4740.18,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,70.58,74.4625,0.0,0.0,70.58,0.0,True,70.58,0.0,0.0,True
2026-04-24,2026-04-23,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4694.36,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,37.165,31.4325,0.0,0.0,48.55,0.0,True,54.9525,0.0,0.0,True
2026-04-27,2026-04-24,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4707.26,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,50.0725,51.026458,0.0,0.0,54.432917,0.915,True,54.432917,0.0,0.0,False
2026-04-28,2026-04-27,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4681.76,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,0.0,25.0,5.140417,6.383959,0.0,50.0,22.836875,0.0,True,22.836875,0.0,25.0,True
2026-04-29,2026-04-28,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4597.2,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,50.0,50.0,4.86,4.52971,50.0,50.0,6.445858,0.0,True,6.445858,25.0,25.0,True
2026-04-30,2026-04-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4543.48,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,17.165,23.2375,0.0,0.0,27.1875,0.0,True,22.5,0.0,0.0,True
2026-05-01,2026-04-30,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4621.76,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,22.305,21.56375,25.0,25.0,32.9275,0.0,True,32.9275,25.0,25.0,True
2026-05-04,2026-05-01,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4615.53,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,50.0,5.945625,11.623932,0.0,50.0,25.429115,0.0,True,25.429115,0.0,0.0,True
2026-05-05,2026-05-04,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4523.73,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,8.0475,10.585,25.0,25.0,16.26625,0.0,True,16.26625,25.0,25.0,True
2026-05-06,2026-05-05,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4557.19,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,7.3175,7.549375,50.0,50.0,25.56818,0.0,True,25.56818,0.0,0.0,True
2026-05-07,2026-05-06,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4690.84,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,23.21375,21.526875,0.0,0.0,34.05125,0.0,True,23.21375,0.0,0.0,True
2026-05-08,2026-05-07,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4687.08,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,50.0,9.575625,21.197188,0.0,50.0,31.208118,0.0,True,31.208118,0.0,0.0,False
2026-05-11,2026-05-08,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4715.62,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,4.364375,9.551875,50.0,50.0,25.78,0.0,True,25.78,0.0,0.0,True
2026-05-12,2026-05-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4734.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,8.106875,9.386454,25.0,25.0,13.556562,0.0,True,8.106875,25.0,25.0,False
2026-05-13,2026-05-12,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4715.15,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,0.0,25.0,6.655,6.558125,25.0,50.0,19.239189,0.0,True,19.239189,0.0,25.0,True
2026-05-14,2026-05-13,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4688.78,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,26.331875,26.472812,0.0,0.0,30.33,0.0,True,30.33,0.0,0.0,True
2026-05-15,2026-05-14,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4652.36,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,50.0,25.0,50.0,7.939154,9.765827,25.0,50.0,11.914155,0.0,True,11.914155,25.0,50.0,False
2026-05-18,2026-05-15,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4538.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,50.0,50.0,0.49,1.729275,75.0,75.0,20.548125,0.0,True,20.548125,25.0,25.0,True
2026-05-19,2026-05-18,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4566.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,18.7275,17.579579,0.0,0.0,21.53,0.0,True,21.53,0.0,0.0,True
2026-05-20,2026-05-19,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4481.92,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,50.0,50.0,3.122521,3.812511,50.0,75.0,20.22524,0.0,True,20.22524,0.0,25.0,True
2026-05-21,2026-05-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4543.62,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,18.3125,22.71375,0.0,0.0,36.075,0.0,True,36.075,0.0,0.0,False
2026-05-22,2026-05-21,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4543.05,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,25.0,2.903015,11.109945,50.0,75.0,35.13489,0.0,True,35.13489,0.0,0.0,True
2026-05-25,2026-05-22,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4507.9,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,28.485,26.28875,0.0,0.0,28.485,0.0,True,28.485,0.0,0.0,False
2026-05-26,2026-05-25,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4570.94,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,15.964592,17.975421,0.0,0.0,15.964592,0.0,True,15.964592,0.0,0.0,False
2026-05-27,2026-05-26,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4507.47,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,50.0,50.0,4.79,6.265,50.0,50.0,18.9078,0.0,True,18.9078,0.0,0.0,False
2026-05-28,2026-05-27,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4456.18,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,25.0,9.0625,15.82125,25.0,25.0,17.585,0.0,True,17.585,0.0,0.0,True
2026-05-29,2026-05-28,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4495.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,21.8,23.4775,0.0,0.0,51.249975,0.0,True,51.249975,0.0,0.0,True
2026-06-01,2026-05-29,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4541.13,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,17.78625,17.88776,0.0,0.0,39.346875,0.0,True,39.346875,0.0,0.0,False
2026-06-02,2026-06-01,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4484.66,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,7.046666,10.843333,25.0,25.0,37.91,0.0,True,38.8725,0.0,0.0,True
2026-06-03,2026-06-02,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4487.83,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,25.0,7.723125,6.790313,0.0,25.0,9.829375,0.0,True,9.829375,0.0,0.0,True
