level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,prediction_available_levels,missing_prediction_levels,cluster_gap_points,top1_cluster_pct_within_3,top1_cluster_pct_within_5,top3_cluster_pct_within_3,top3_cluster_pct_within_5,best_cluster_median_abs_error,best_cluster_mean_abs_error,best_cluster_pct_within_3,best_cluster_pct_within_5,top1_cluster_median_abs_error,cluster_band_median_width,ordered_ladder_valid,ordered_ladder_median_abs_error,ordered_ladder_pct_within_3,ordered_ladder_pct_within_5
2026-02-27,2026-02-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,23.57376,28.14563,0.0,0.0,36.76626,0.0,True,29.398747,0.0,0.0
2026-03-02,2026-02-27,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,50.0,75.0,2.97,7.78,50.0,75.0,96.08,0.0,True,98.715,0.0,0.0
2026-03-03,2026-03-02,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,31.031641,31.31332,0.0,0.0,66.305,0.0,True,66.305,0.0,0.0
2026-03-04,2026-03-03,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,20.705625,23.423437,0.0,0.0,20.705625,0.0,False,20.705625,0.0,0.0
2026-03-05,2026-03-04,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,25.0,25.0,5.75875,7.35875,50.0,50.0,39.87125,0.0,True,18.21735,25.0,25.0
2026-03-06,2026-03-05,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,0.0,0.0,0.0,11.1825,12.15625,0.0,0.0,56.735,0.0,True,13.2875,0.0,0.0
2026-03-09,2026-03-06,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,25.0,15.4425,14.507907,0.0,25.0,33.28742,0.0,True,43.09992,0.0,0.0
2026-03-10,2026-03-09,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,25.0,25.0,16.94398,16.071677,25.0,25.0,49.1775,0.0,True,39.652105,0.0,0.0
2026-03-11,2026-03-10,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,25.0,25.0,11.521667,10.557083,25.0,25.0,23.870625,0.0,True,23.870625,0.0,0.0
2026-03-12,2026-03-11,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,25.0,25.0,6.87,7.374375,50.0,50.0,26.29375,1.13532,True,26.29375,0.0,0.0
2026-03-13,2026-03-12,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,50.0,50.0,75.0,75.0,1.34,3.544062,75.0,75.0,6.128125,0.0,True,6.128125,50.0,50.0
2026-03-16,2026-03-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,25.0,25.0,7.703333,6.479167,25.0,25.0,16.085,0.0,True,16.085,25.0,25.0
2026-03-17,2026-03-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,25.0,25.0,75.0,3.89625,6.861244,25.0,75.0,31.915625,0.0,True,26.649988,0.0,25.0
2026-03-18,2026-03-17,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,25.0,25.0,25.0,25.0,7.05,7.4275,25.0,25.0,7.05,4.03,True,7.05,25.0,25.0
2026-03-19,2026-03-18,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,112.84375,114.96125,0.0,0.0,125.1954,0.0,True,125.1954,0.0,0.0
2026-03-20,2026-03-19,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,89.59,88.42,0.0,0.0,89.59,0.0,True,89.59,0.0,0.0
2026-03-23,2026-03-20,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,25.0,50.0,11.2025,15.18375,25.0,50.0,36.585,0.0,True,36.585,0.0,0.0
2026-03-24,2026-03-23,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,25.0,25.0,36.82316,34.686267,25.0,25.0,40.891285,0.0,True,40.891285,25.0,25.0
2026-03-25,2026-03-24,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,17.194584,23.858229,0.0,0.0,27.67625,0.0,True,17.194584,0.0,0.0
2026-03-26,2026-03-25,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,25.0,25.0,4.625,6.27,50.0,50.0,28.903334,0.0,True,28.903334,0.0,0.0
2026-03-27,2026-03-26,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,15.44228,20.12614,0.0,0.0,31.3275,0.0,True,31.3275,0.0,0.0
2026-03-30,2026-03-27,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,25.0,25.0,9.289583,7.468854,25.0,25.0,28.798125,0.0,True,48.676875,0.0,0.0
2026-03-31,2026-03-30,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,0.0,25.0,50.0,1.569375,2.045865,75.0,100.0,20.8675,0.0,True,14.699375,0.0,25.0
2026-04-01,2026-03-31,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,50.0,5.3275,13.956875,0.0,50.0,33.43875,0.0,True,36.9,0.0,0.0
2026-04-02,2026-04-01,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,10.155,8.7275,25.0,25.0,39.865,0.0,True,50.590022,0.0,0.0
2026-04-03,2026-04-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,19.1025,21.21335,0.0,0.0,19.1025,0.0,True,19.1025,0.0,0.0
2026-04-06,2026-04-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,50.0,50.0,3.183415,4.281707,50.0,50.0,17.5767,0.0,True,17.5767,25.0,25.0
2026-04-07,2026-04-06,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,50.0,25.0,50.0,8.439583,9.534792,25.0,50.0,24.672084,0.0,True,24.672084,25.0,50.0
2026-04-08,2026-04-07,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,8.96336,10.53668,25.0,25.0,24.5225,0.0,True,19.445,0.0,0.0
2026-04-09,2026-04-08,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,25.0,0.0,25.0,6.05375,8.355937,0.0,25.0,16.23,0.0,True,16.23,0.0,25.0
2026-04-10,2026-04-09,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,50.0,25.0,50.0,10.745,10.6525,25.0,50.0,23.59,0.0,True,30.54,0.0,25.0
2026-04-13,2026-04-10,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,25.0,25.0,12.756875,12.646562,25.0,25.0,33.007084,0.979583,True,33.125833,0.0,0.0
2026-04-14,2026-04-13,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,25.0,0.0,50.0,6.66,9.383648,0.0,50.0,11.2025,0.0,True,11.2025,0.0,25.0
2026-04-15,2026-04-14,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,50.0,50.0,3.73125,5.020313,50.0,50.0,19.957092,0.0,True,12.70375,50.0,50.0
2026-04-16,2026-04-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,25.0,25.0,11.90318,12.9275,25.0,25.0,42.5425,0.0,True,27.25818,25.0,25.0
2026-04-17,2026-04-16,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,10.990625,16.985,0.0,0.0,41.851875,0.0,True,31.807291,0.0,0.0
2026-04-20,2026-04-17,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,6.4272,6.42985,0.0,25.0,15.1575,0.0,True,14.925834,0.0,0.0
2026-04-21,2026-04-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,25.0,25.0,12.24,14.937812,25.0,25.0,12.24,0.0,True,20.745,25.0,25.0
2026-04-22,2026-04-21,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,50.0,50.0,50.0,50.0,4.771667,5.371143,50.0,50.0,16.947917,0.0,True,26.04375,25.0,25.0
2026-04-23,2026-04-22,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,70.58,74.4625,0.0,0.0,106.635,0.0,True,106.635,0.0,0.0
2026-04-24,2026-04-23,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,37.165,31.4325,0.0,0.0,43.7525,0.0,True,37.35,0.0,0.0
2026-04-27,2026-04-24,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,50.0725,51.026458,0.0,0.0,54.432917,0.915,True,54.432917,0.0,0.0
2026-04-28,2026-04-27,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,25.0,5.140417,6.383959,0.0,50.0,16.96375,0.0,True,14.95,0.0,25.0
2026-04-29,2026-04-28,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,50.0,50.0,4.86,4.52971,50.0,50.0,13.23625,0.0,True,10.83125,25.0,25.0
2026-04-30,2026-04-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,17.165,23.2375,0.0,0.0,58.975,0.0,True,58.975,0.0,0.0
2026-05-01,2026-04-30,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,22.305,21.56375,25.0,25.0,32.9275,0.0,True,32.743316,0.0,0.0
2026-05-04,2026-05-01,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,50.0,0.0,50.0,5.945625,11.623932,0.0,50.0,24.04625,0.0,True,32.13,0.0,25.0
2026-05-05,2026-05-04,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,25.0,25.0,25.0,25.0,8.0475,10.585,25.0,25.0,16.19068,0.0,True,16.19068,25.0,25.0
2026-05-06,2026-05-05,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,25.0,25.0,7.3175,7.549375,50.0,50.0,23.87125,0.0,True,23.87125,0.0,0.0
2026-05-07,2026-05-06,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,23.21375,21.526875,0.0,0.0,39.25,0.0,True,39.25,0.0,0.0
2026-05-08,2026-05-07,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,25.0,0.0,25.0,9.575625,21.197188,0.0,50.0,18.79,0.0,True,42.43375,0.0,25.0
2026-05-11,2026-05-08,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,50.0,50.0,4.364375,9.551875,50.0,50.0,17.74125,0.0,True,17.74125,25.0,25.0
2026-05-12,2026-05-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,25.0,25.0,8.106875,9.386454,25.0,25.0,18.922187,0.0,True,28.655938,0.0,0.0
2026-05-13,2026-05-12,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,25.0,25.0,6.655,6.558125,25.0,50.0,26.815439,0.0,True,26.815439,0.0,0.0
2026-05-14,2026-05-13,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,26.331875,26.472812,0.0,0.0,35.875,0.0,True,35.875,0.0,0.0
2026-05-15,2026-05-14,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,25.0,25.0,7.939154,9.765827,25.0,50.0,18.11625,0.0,True,27.41,0.0,0.0
2026-05-18,2026-05-15,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,50.0,50.0,0.49,1.729275,75.0,75.0,20.548125,0.0,True,20.548125,25.0,25.0
2026-05-19,2026-05-18,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,18.7275,17.579579,0.0,0.0,22.325,0.0,True,32.29,0.0,0.0
2026-05-20,2026-05-19,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,50.0,75.0,3.122521,3.812511,50.0,75.0,26.77,0.0,True,26.77,0.0,0.0
2026-05-21,2026-05-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,18.3125,22.71375,0.0,0.0,47.71125,0.0,True,57.29375,0.0,0.0
2026-05-22,2026-05-21,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,25.0,50.0,2.903015,11.109945,50.0,75.0,29.189375,0.0,True,29.189375,0.0,0.0
2026-05-25,2026-05-22,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,28.485,26.28875,0.0,0.0,28.485,0.0,True,28.485,0.0,0.0
2026-05-26,2026-05-25,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,15.964592,17.975421,0.0,0.0,15.964592,0.0,True,15.964592,0.0,0.0
2026-05-27,2026-05-26,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,25.0,25.0,50.0,50.0,4.79,6.265,50.0,50.0,17.09,0.0,True,17.09,25.0,25.0
2026-05-28,2026-05-27,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,25.0,0.0,25.0,9.0625,15.82125,25.0,25.0,33.2325,0.0,True,33.2325,0.0,25.0
2026-05-29,2026-05-28,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,21.8,23.4775,0.0,0.0,73.749975,0.0,True,77.655,0.0,0.0
2026-06-01,2026-05-29,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,17.78625,17.88776,0.0,0.0,34.328125,0.0,True,39.346875,0.0,0.0
2026-06-02,2026-06-01,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,0.0,0.0,0.0,7.046666,10.843333,25.0,25.0,23.0675,0.0,True,30.48172,0.0,0.0
2026-06-03,2026-06-02,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,25.0,7.723125,6.790313,0.0,25.0,29.618952,0.0,True,23.905,0.0,0.0
2026-06-04,2026-06-03,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,25.0,50.0,50.0,75.0,3.792187,3.553594,50.0,75.0,10.508438,0.0,True,10.508438,25.0,50.0
2026-06-05,2026-06-04,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,25.0,0.0,25.0,5.525,4.77125,25.0,50.0,10.7325,0.0,True,10.7325,0.0,25.0
2026-06-08,2026-06-05,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,50.0,50.0,50.0,75.0,2.40728,3.12364,50.0,75.0,10.46,0.0,True,10.46,50.0,50.0
2026-06-09,2026-06-08,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,25.0,25.0,25.0,25.0,7.94875,11.295625,25.0,25.0,18.57625,0.0,True,11.69875,25.0,25.0
2026-06-10,2026-06-09,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,38.33375,36.373323,0.0,0.0,50.91821,0.0,True,50.91821,0.0,0.0
2026-06-11,2026-06-10,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,28.345,31.58,0.0,0.0,49.66192,0.0,True,49.66192,0.0,0.0
2026-06-12,2026-06-11,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,25.0,6.515625,11.7075,0.0,50.0,38.633437,0.0,True,22.62625,0.0,0.0
2026-06-15,2026-06-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4,0,5.0,0.0,0.0,0.0,0.0,52.143125,52.430885,0.0,0.0,90.705625,0.0,True,67.143125,0.0,0.0
2026-06-16,2026-06-15,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,50.0,50.0,3.646295,3.626272,50.0,50.0,9.669375,0.0,True,9.669375,25.0,25.0
2026-06-17,2026-06-16,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,8.85125,10.100625,0.0,0.0,11.77625,0.0,True,11.77625,0.0,0.0
2026-06-18,2026-06-17,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,5.0,0.0,0.0,0.0,0.0,21.0225,23.293945,0.0,0.0,21.0225,0.0,True,21.0225,0.0,0.0
2026-06-19,2026-06-18,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,50.440685,48.714306,0.0,0.0,81.25,0.0,True,74.599375,0.0,0.0
2026-06-22,2026-06-19,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,25.0,0.0,50.0,9.135145,9.346322,0.0,50.0,22.53452,0.0,True,22.53452,0.0,25.0
2026-06-23,2026-06-22,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,17.244845,18.241172,0.0,0.0,38.12328,0.0,True,38.12328,0.0,0.0
2026-06-25,2026-06-24,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,0.0,0.0,17.12375,21.793355,0.0,0.0,29.716085,0.0,True,64.495,0.0,0.0
2026-06-26,2026-06-25,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,25.0,50.0,7.79125,7.790312,25.0,50.0,35.874063,0.0,True,42.655938,0.0,0.0
2026-06-29,2026-06-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,25.0,25.0,50.0,50.0,4.315,4.342656,50.0,50.0,24.551875,0.0,True,23.79,25.0,25.0
2026-06-30,2026-06-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,25.0,25.0,9.183125,7.935937,25.0,25.0,13.095201,0.0,True,13.095201,0.0,0.0
